meanBrightness;stdBrightness;medianBrightness;minBrightness;maxBrightness;rmsBrightness;meanLaplacian;stdLaplacian;medianLaplacian;minLaplacian;maxLaplacian;rmsLaplacian;meanFourier;stdFourier;medianFourier;minFourier;maxFourier;averageOfTop90PercentFourier;localMeanStd;localMeanMean;localMeanMin;localMeanMax;localMeanMedian;localVarStd;localVarMean;localVarMin;localVarMax;localVarMedian;mscnStd;mscnMean;mscnMin;mscnMax;mscnMedian;r;gamma;R;rho;alpha;beta;coefficient;brisque_score;alpha_grey;beta_grey;maximum_grey;clip_hist_percent_grey;max_face_proportion;horizontal_face_proportion;vertical_face_proportion;faceQScore;height;width;xt;yt;xb;yb;fileName
94.55849499264654;3.480301756912357;95;89;102;94.62252097462596;2.7450451712304784;11.807106132798552;0;0;101;12.122005948821545;257.44904012989394;22612.32719097564;89.15991276268127;0.36253500967684554;5400803.0;68.86615297933187;0.02691884647248621;0.3636152060163648;0.15905818114592757;0.3951904124075214;0.3689457792807792;0.034684886556176985;0.01279356658661947;5.268356063861754e-09;0.18441315880306003;0.0023949062322003835;0.2838167532424254;0.037464525910451664;-1.32472215418441;1.3387933212319432;0.02782265339177773;0.31685807036848707;0.9696842933604093;0.316933076764155;0.31693307676415483;0.5280795571968909;0.01027186525094033;26.78713848092812;65.8362169628659;23.181818181818183;-2063.1818181818185;285.58;57116.0;0;0;0;0.45779383;262;218;0;0;0;0;featureTest/ContrastTest/modif 01Contrast-0.0625.png
94.52290076335878;6.829928830347032;95;83;111;94.76933415692746;3.485293087751243;11.769812219990856;0;0;108;12.275004993944917;392.05581271052125;22645.486001402573;143.7500093801632;0.8587839493285865;5398770.0;102.97899938552688;0.03474750672069916;0.3619437536980274;0.15022161552670937;0.41975411480119523;0.3675794487253364;0.03304297172689718;0.014742606852275672;3.725290298461914e-09;0.19478629018384558;0.004623047035607312;0.3563427819131285;0.03793552457792413;-1.642117076303813;1.5756486429466552;0.03732285191354335;0.341353195309577;1.0770179808477183;0.34182062539079205;0.3418206253907909;0.5724188366997907;0.02258162158948008;13.800905810170397;45.46892420295259;11.08695652173913;-931.304347826087;285.58;57116.0;0;0;0;0.48646328;262;218;0;0;0;0;featureTest/ContrastTest/modif 02Contrast-0.125.png
94.58164087120947;10.295582787901314;96;77;119;95.14034798566259;4.2558302402129;12.025111026432073;0;0;115;12.755994129487863;530.5895601800274;22731.35635457392;203.17320797107772;0.9487123311388949;5402125.0;140.06922394952545;0.04425982917343882;0.3600627175191401;0.14138504990749115;0.44412615270520583;0.36603086823618586;0.031540737522901256;0.01674600164287487;1.6425193166032314e-06;0.20501460625392356;0.0068970683138610015;0.4034237163656126;0.038210505996685774;-1.791893105706432;1.6857668437057947;0.04542489354339085;0.3545726668852509;1.1001494070576692;0.3553734961864763;0.35537349618646585;0.5983073527878713;0.03387054981581377;9.77531434610496;33.170554964880665;7.285714285714286;-568.2857142857142;285.58;57116.0;0;0;0;0.48509187;262;218;0;0;0;0;featureTest/ContrastTest/modif 03Contrast-0.1875.png
94.69208277890608;13.698288444438406;96;71;128;95.67775941834255;5.056901743819595;12.586435569400946;0;0;148;13.56431404787308;670.4849679593998;22856.151445677384;262.16975211270835;0.6120845340036426;5408433.0;176.9048218414436;0.054549260680739786;0.3586921925494649;0.13267877377107656;0.46887485512355986;0.3648715202343197;0.030294671241923893;0.018810454104708763;0.00027050627078520557;0.21558214716631513;0.009154836108520694;0.43624664771944355;0.03821655434831584;-1.8954756169634432;1.757005893388677;0.050643447707974985;0.3661795502739333;1.0985890017458941;0.36698237701697656;0.3669823770169769;0.6215792869309977;0.04477892314618741;7.758797996440147;24.81731716950864;5.425531914893617;-396.06382978723406;285.58;57116.0;0;0;0;0.48329145;262;218;0;0;0;0;featureTest/ContrastTest/modif 04Contrast-0.25.png
94.59913159184816;17.105775796556387;97;65;136;96.13325784313076;5.853666223124868;13.391158028841325;0;0;187;14.614668029249055;812.3301143814963;22960.47760359677;327.2239578485394;1.6102584711915915;5403124.0;217.71422460278316;0.06531596856690827;0.3565768328069929;0.12384220815185835;0.4933879090888088;0.36313541438474656;0.029182856598637164;0.02083506749149033;0.00032331900608068096;0.2258226067651973;0.011457667655106264;0.4595319757663465;0.038106110796100975;-1.9717588648750421;1.7814971625010274;0.05342085477919361;0.3692137513433144;1.1063720330349804;0.37014816965136754;0.3701481696513674;0.6281133727421283;0.05155633720945063;6.824115408767964;19.062267397708837;4.396551724137931;-298.9655172413793;285.58;57116.0;0.14342741088311506;41.28440366972477;-2.2900763358778624;0.48345178;262;218;0;0;0;0;featureTest/ContrastTest/modif 05Contrast-0.3125.png
94.65928986623713;20.53288942042702;97;59;144;96.8606251576552;6.644005182435745;14.401050940125787;0;0;221;15.859794230831964;952.7163689601815;23129.062703021827;389.6465591249256;2.8973657449123533;5406560.0;256.1332908075629;0.07634418897699516;0.3549329013897223;0.116009215248179;0.5175347667352074;0.3617348910890708;0.028356370066208652;0.022892254952609003;9.761997237429236e-06;0.23641194503372737;0.01373995249117242;0.4778976480690436;0.0377711459752637;-2.0028441393910055;1.8160869441987462;0.05471594409047696;0.3733156680196615;1.1137257579176745;0.3743870067954887;0.3743870067954889;0.6369940048784383;0.05823004833100848;6.1423529122906855;15.755599530444755;3.591549295774648;-222.67605633802816;285.58;57116.0;0.1389453042930177;41.28440366972477;-3.816793893129771;0.4875551;262;218;0;0;0;0;featureTest/ContrastTest/modif 06Contrast-0.375.png
94.6354961832061;23.940121715317325;97;53;152;97.61663057894297;7.442888157433994;15.574912162777673;0;0;255;17.261937116161416;1093.7464302770074;23303.70051614671;453.36963540142006;1.879219762129187;5405201.0;296.40415143996614;0.08750330004153671;0.353072002730624;0.10717264962896078;0.5422077399442281;0.3601050953914084;0.02776086915675367;0.024954649809150662;3.5654415596061886e-05;0.2467950603192595;0.016022824907076256;0.4924304279964495;0.03768466091859479;-2.0664564285540132;1.8457674509911175;0.05589171919880931;0.3758424056743022;1.1071967698866378;0.3768075420048978;0.37680754200489724;0.6421345045237419;0.06325482135275666;5.7068136303373995;11.751794296849283;3.072289156626506;-175.12048192771084;285.58;57116.0;0.14118635758806639;42.20183486238532;-3.053435114503817;0.4884533;262;218;0;0;0;0;featureTest/ContrastTest/modif 07Contrast-0.4375.png
94.88771972827229;27.363652958483524;98;47;161;98.75448778897837;8.242471461586947;16.884875162615188;0;0;255;18.78928804005555;1235.4930315538438;23568.929249522178;514.5585052270925;2.8021754911310937;5419607.0;336.0903118857033;0.0987956628083568;0.3521597216446242;0.09909982441804738;0.5672292877122996;0.3595490635546093;0.027528726634089038;0.02704706777489247;0.0006054629055707762;0.25772975155248273;0.01828479235517161;0.5039384458655377;0.03742768846568004;-2.1142570913595664;1.8528177366250878;0.055968086034071655;0.3778097320719843;1.1065161021603402;0.37876834718835484;0.3787683471883546;0.6463364030058277;0.06755957839165853;5.382739154203502;9.79596482358781;2.7127659574468086;-141.06382978723406;285.58;57116.0;0.14008333916940963;41.74311926605505;-3.053435114503817;0.4905589;262;218;0;0;0;0;featureTest/ContrastTest/modif 08Contrast-0.5.png
94.70948595840045;30.7846282197164;98;41;169;99.58704767754998;9.053032425239863;18.242292168441764;0;0;255;20.365132448654393;1377.5907899714384;23760.360826708536;577.4953245448537;2.035600263698459;5409427.0;377.6360172187753;0.1101251047561729;0.3495611987528869;0.0902632587988292;0.5907884752546668;0.35731873010985005;0.027446344184401294;0.029106665344620895;0.0006059791881351737;0.2679329022127241;0.020583929674894568;0.5138753025963633;0.036971510067800105;-2.1457849796641772;1.8588284811715867;0.05642093989190215;0.3785430430813425;1.112835289999355;0.3796134766954884;0.37961347669548845;0.6481580175224784;0.07088555815101506;5.146376993324896;7.672292489794444;2.383177570093458;-109.62616822429908;285.58;57116.0;0.14342741088311506;41.28440366972477;-2.2900763358778624;0.49337742;262;218;0;0;0;0;featureTest/ContrastTest/modif 09Contrast-0.5625.png
94.74737376566986;34.19096097995959;99;35;177;100.72778488691522;9.856362490370474;19.682803838966013;0;0;255;22.012738323634277;1519.4282829797933;24024.88756878752;643.5937762975007;4.649115193929292;5411591.0;417.5541110484066;0.12154120898740102;0.34791935696844;0.08142669317961101;0.6156262372147248;0.35620262732780783;0.027698332737947293;0.031197292910142543;0.0006073664578034894;0.27857274601636955;0.022441990558455648;0.5223740996053631;0.03665046676460316;-2.187215270932711;1.873271961977984;0.055423512199279;0.3807691147449282;1.1053972792959121;0.3817161990915841;0.38171619909158466;0.6527181862999532;0.07470232069618406;4.921551963171256;5.564429535869948;2.1610169491525424;-88.60169491525424;285.58;57116.0;0.14230688423559074;41.74311926605505;-2.2900763358778624;0.49331567;262;218;0;0;0;0;featureTest/ContrastTest/modif 10Contrast-0.625.png
94.75427200784368;37.60556311865225;99;30;185;101.94385926188673;10.652951887387072;21.144709991696594;0;0;255;23.676658221715698;1661.0641391622744;24306.825727058418;709.188801748705;1.2395005232851062;5411985.0;459.40276461724216;0.13296368152014693;0.346056368676518;0.07359370027593165;0.6396083061100862;0.3548567571313794;0.028220735765036448;0.03329054266107873;4.4821777639166416e-05;0.2891143687142931;0.02459316024859947;0.529680533172986;0.03605238081862688;-2.1848559696325607;1.8872143640200565;0.05460052438180653;0.380864721295035;1.1096019489941842;0.3818844651376806;0.38188446513768015;0.6530848379864287;0.07692865912138915;4.782075356505333;4.8523691267355105;1.9465648854961832;-68.12977099236642;285.58;57116.0;0.1389453042930177;41.28440366972477;-3.816793893129771;0.4919438;262;218;0;0;0;0;featureTest/ContrastTest/modif 11Contrast-0.6875.png
